,text,label
170,"Just more playing time and I’ll be good enough to play along side            @ Lekki Phase 1, Lekki, Lagos  ","['soccer', 'liverpool', 'lekki', 'sports', 'liverpoolfc', 'lagosfitnesscoach', 'lagosfitness']"
173,Pogba a priority for PSG - Tuesday's gossip (BBC Sport)  Manchester City are ready to trigger Real Sociedad's &amp;pound;50m (60m euros) release clause f...  Add your highlights:     ,"['fifa', 'soccer']"
174,Yesterday’s Big Sis/ Lil Sis was a success! We can’t wait for Big Bro/Lil Bro this weekend! •       ,"['oklahomaceltic', 'morethansoccer', 'sports', 'soccer']"
175,Soccer Super League      ,"['soccer', 'league', 'football']"
176,Experience the Environment.  Spring Fun Soccer program provide a fun safe exciting and engaging learning environment for every player to discover and explore the fundamental skills of soccer     ,"['sandiego', 'soccer', 'experience']"
177,What is Trophy Manager?        Sign up  ,"['trophymanager', 'football', 'soccer', 'game', 'onlinegame']"
178,You can never find an efficient sports star without a coach.                 ,"['sports', 'football', 'sport', 'fitness', 'soccer', 'training', 'workout', 'fit', 'arsenal', 'addidas', 'photoodtheday', 'wenger', 'vector', 'nkunku', 'arsenal']"
179,A design history of the world's most popular sport by Jacopo Prisco   at            ,"['football', 'soccer', 'futebol', 'design']"
180,This Sporting Life: IT WAS DURING A CHESS GAME        ,"['sport', 'football', 'soccer', 'sports', 'chess', 'boardgames']"
181,This Sporting Life: MY SISTER HAS A TANNING SALON      ,"['sport', 'football', 'soccer', 'sports']"
184,"Vinicius Junior and Benzema have 54 Goals combined in all competitions,thats more than the PSG Attack with Mbappe,Neymar,and Messi(49 Goals).  The average age of MNM is 29,and for Vini and Benzema,it is 27.5(rounded to 28)    ",['soccer']
185,Mustangs  up 6-0 at the half! Aija McHone with 4 goals and Maddie Bruce with 1!  Great job ladies! Keep up the good work!,['soccer']
186,Ashkanov Apollon hits this one time!  :              ,"['onesportingcaribbean', 'fortresshartford', 'hartfordathletic', 'uslchampionship', 'usl', 'caribbeanfootball', 'football', 'soccer', 'goal']"
189,Weekend results including a nice win by our U16 2006 MLS NEXT team against Toronto FC.           ,"['gottschee', 'bwgottschee', 'blauweissgottschee', 'nyc', 'soccer', 'futbol', 'nycsoccer', 'queens']"
190,"“Matter of Putting All the Pieces Together” – USWNT Hat-Trick Star, Sophia Smith Ready To Lead National Team’s Generational Shift         ","['uswnt', 'usa', 'soccer', 'nwsl']"
191,"T Minus 5 days until our ID Camp. Registration closes Friday at Midnight. A small, low cost camp where the coaches get to know you personally!  Reserve your place today at         ","['soccer', 'camp', 'college', 'collegesoccer', 'womenssoccer']"
193,We are running a free  from     Email: PicksCityMarketing.com    to get in our personal address book for exclusive promo codes for          ,"['requestapick', 'freepicks', 'sports', 'ad', 'emailmarketing', 'gamblingtwitter', 'bettingtwitter', 'teampickscity', 'soccer']"
195,give up?? give up what!?!?  i can't hear you-------???? ,['soccer']
196,Colombia great Rincon critical after car crash (BBC Sport)  Former Colombia captain Freddy Rincon is in a critical condition with severe head injuries a...  Add your highlights:     ,"['fifa', 'soccer']"
199,New  Spring 2022 Fun soccer program now available. Visit   to book online now for Carmel Grove Park and Carmel Knolls Park availability     ,"['sandiego', 'soccer', 'experience']"
200,Improve your players' learning by 65% in 3 months WITHOUT spending more of your valuable time coaching. Click to learn more             ,"['coachdevelopment', 'coaches', 'coach', 'coaching', 'players', 'athlete', 'athletes', 'soccer']"
202,Our community voted for two football kits to be added to our collection    Who do you think these kits were inspired by?  YOU can have a say on which jerseys get added to our collection  only in our discord...           ,"['nft', 'nfts', 'nftgiveaway', 'nftproject', 'soccer', 'football', 'sport']"
203,Soccer Super League      ,"['soccer', 'league', 'football']"
204,OL face a terrible carnage        ,"['sundayfootball', 'footballculture', 'football', 'soccer', 'footballmatch', 'footballfan']"
205,Boys' teams will be on the pitch for the next 6 days.       ,"['wyopreps', 'boyssoccer', 'soccer', 'wyoming']"
206,"Congratulations to Megan Harris and Madison Durham from our office, who recently won gold for Team England at the    Heritage Cup.   Megan was one of four players on Team England that received the First Team All-Star award.    ","['soccer', 'gold']"
208,Ep 20  ball control  2/2           ,"['jesusmozqueda51', 'mexico', 'gto', 'streetsoccer', 'ballcontrol', 'soccerskills', 'soccer', 'futbolmexicano']"
211,What can sports analytics tell us about soccer?  See how  can help us predict the next 2022 superstars and which team will become the champions of the world . Learn more in this upcoming webinar:      ,"['sportsanalytics', 'soccer', 'futbol']"
215,Huddersfield go third after beating Luton (BBC Sport)  Huddersfield Town moved third in the Championship as they overcame play-off rivals Luton Tow...  Add your highlights:     ,"['fifa', 'soccer']"
217,PRACTICE PRACTICE PRACTICE..... this is all you need to be more skilled player. ,['soccer']
218,Match day photos of Saturday’s League Cup final between Upney FC and Apex Stars!   ⁣⁣⁣⁣⁣⁣⁣ ⁣⁣⁣             ,"['football', 'soccer', 'mensfootball', 'grassrootsfootball', 'eastlondon', 'sportsphotos', 'sportphotography', 'footballphotos', 'footballphotography', 'cupfinalphotos', 'matchdayphotos']"
219,Check out NIKE PHANTOM VISION ACADEMY FG MG SOCCER CLEATS  SIZE 11 WHITE BLUE [AO3258-410]    via       ,"['nike', 'soccer', 'champions', 'realmadrid', 'halamadrid', 'chelseafc', 'futlbol']"
220,"3-1  DAY TODAY, ILL TAKE IT...GOTTA GET BACK IN FORM AFTER TAKIN TIME OFF   AL SADD (1H TT OV .5)  AL SADD / AL FAISALY (OV 2.5)  AL HILAL / AL RAYYAN (OV 2.5)  RAUFOSS / RANHEIM (OVER 3)     ","['soccer', 'letssssgoooooaaallllll', 'gamblingtwitter']"
222,"Some teams are busier than others on the pitch this week. Though, the weather might play a factor for some.       ","['wyopreps', 'girlssoccer', 'soccer', 'wyoming']"
225,The Back of the Net: UCL DFS Preview – 4/12 article is up!!  breaks down tomorrow's slate and helps you build winning lineups!!         ,"['soccer', 'dfs']"
226,Last call for you to join the family of World of Football    Very few captains left   Closing the mint in 24hrs.        ,"['nft', 'nftart', 'football', 'soccer', 'captainfollowcaptain']"
227,Black gray white tweed striped beanie hat   via                  ,"['skullcap', 'blackgraywhitetweedstripedbeaniehat', 'hockey', 'football', 'soccer', 'rugby', 'biker', 'hiking', 'skateboard', 'musician', 'chemocap', 'blackstripedhat', 'veganknithat', 'mechanic', 'teacher', 'author', 'director']"
229,Searching for     shop my   today   sizes   buy now ship asap  new location  ,"['chelsea', 'football', 'soccer', 'jerseys', 'ebay', 'store', 'kids', 'adults', 'lasvegas']"
230,"  Sorry, I am not a great  fan",['soccer']
231,"Panini America  AVAILABLE TOMORROW!! 2022 Prizm  Premium Box Set is avail at 11am (CST) only at the Panini Direct Store via Dutch Auction. The sets are limited to /99, and each includes a Champions... -       ","['soccer', 'cristianoronaldo', 'messi']"
233,Ep. 115 • Full story of why I had to roll my own burrito at Qdoba. • I can't understand accents very well. • I'm better at soccer than most 9 year olds.  APPLE   SPOTIFY        ,"['podcast', 'soccer', 'comedy']"
234,Check out Nike Phantom Venom Elite FG ACC Racer Soccer Cleats Men's Size 6 [AO7540-441]     via        ,"['nike', 'champions', 'realmadrid', 'halamadrid', 'chelseafc', 'futbol', 'soccer', 'fifa']"
236,Soccer Super League      ,"['soccer', 'league', 'football']"
238,TOP GAMES WEEKLY DIGEST                                  (11.04-18.04) The best games with BOOSTED ODDS of this week          ,"['soccer', 'basketball', 'icehockey', 'football', 'esports', 'csgo', 'dota2']"
240,Makes a great gift for your favorite soccer lover!    Even if that's you!              ,"['soccer', 'football', 'futbol', 'ilovesoccer', 'soccergifts', 'soccerlovers', 'forsoccerlovers', 'footballfanatics', 'futbolfanatics', 'soccerimp']"
241,YOU PLAY SOCCER RIGHT NOW!!!!!!!! ,['soccer']
242, Elevated Toe Taps 1⃣Keep the contact to the ground minimal!  2⃣Stay on your toes!  Hustle Hub Athletes  - 6’4 260lbs   - 6’2 165lbs          ,"['sacramento', 'training', 'speed', 'power', 'basketball', 'soccer', 'football']"
244,My 11th Mint  Captain                ,"['captainfollowcaptain', 'bluechipnft', 'fifa22', 'fifa', 'fifaworldcup', 'soccer', 'football', 'nft', 'discord']"
245,Mason Greenwood fell out with a supporter        ,"['sundayfootball', 'footballculture', 'football', 'soccer', 'footballmatch', 'footballfan']"
246,My 10th Mint  Captain                ,"['captainfollowcaptain', 'bluechipnft', 'fifa22', 'fifa', 'fifaworldcup', 'soccer', 'football', 'nft', 'discord']"
247,My 9th Mint  Captain                ,"['captainfollowcaptain', 'bluechipnft', 'fifa22', 'fifa', 'fifaworldcup', 'soccer', 'football', 'nft', 'discord']"
248,My 8th Mint  Captain                ,"['captainfollowcaptain', 'bluechipnft', 'fifa22', 'fifa', 'fifaworldcup', 'soccer', 'football', 'nft', 'discord']"
249,We can fix   But it's dead until the  are gone and the players on the field are lowered.   And until goals/shots are up. And shootouts end all ties.,"['soccer', 'terrorists']"
250,My 7th Mint  Captain                ,"['captainfollowcaptain', 'bluechipnft', 'fifa22', 'fifa', 'fifaworldcup', 'soccer', 'football', 'nft', 'discord']"
251,My 6th Mint  Captain                ,"['captainfollowcaptain', 'bluechipnft', 'fifa22', 'fifa', 'fifaworldcup', 'soccer', 'football', 'nft', 'discord']"
252,My 5th Mint  Captain                ,"['captainfollowcaptain', 'bluechipnft', 'fifa22', 'fifa', 'fifaworldcup', 'soccer', 'football', 'nft', 'discord']"
253,My 4th Mint  Captain                ,"['captainfollowcaptain', 'bluechipnft', 'fifa22', 'fifa', 'fifaworldcup', 'soccer', 'football', 'nft', 'discord']"
254,My 3rd Mint  Captain                ,"['captainfollowcaptain', 'bluechipnft', 'fifa22', 'fifa', 'fifaworldcup', 'soccer', 'football', 'nft', 'discord']"
255,"Girls Varsity  Schedule for today, Mon Apr 11:  Seniors at 3:15 PM      Juniors at 3:30 PM           ","['soccer', 'bnwsaa']"
256,My 2nd Mint  Captain                ,"['captainfollowcaptain', 'bluechipnft', 'fifa22', 'fifa', 'fifaworldcup', 'soccer', 'football', 'nft', 'discord']"
257,WE RUN THIS PLACE!  Girls Soccer had a ton of girls participate at the District 7-6A track meet  They helped us to win the JV and Varsity district championship this weekend  Way to go Girls! We are so proud of you!        ,"['multisportathlete', 'trackandfield', 'soccer', 'staypurple']"
258,Soccer Match Betting Tips Simulator: 4/12/2022 3:00 PM ET - Villarreal vs. Bayern Munich - YOU CAN RUN THE MATCH SIMULATION FOR FREE HERE:      ,"['soccer', 'sportsbetting', 'freepicks', 'cappertek']"
259,Real Madrid wins and maintains its lead This  Real Madrid and Getafe met at the  Bernabéu for  31 of LaLiga. The home side won the game with a...            ,"['saturday', 'santiago', 'matchday', 'sports', 'realmadrid', 'soccer', 'theleague', 'betis', 'wins', 'maintains', 'lead']"
261,Soccer Super League      ,"['soccer', 'league', 'football']"
262,      Huddersfield  Luton   Under 2.5 -150               Retweet &amp; Like   ,"['freepick', 'senseisam', 'championship', 'soccer', 'btc', 'nfts', 'gamblingtwittter', 'nftcommunity']"
264,Comeback of Sevilla in the day of LaLiga This Friday the match between Sevilla and Granada was played at the Sánchez Pizjuán for  31 of LaLiga. It was a game...            ,"['matchday', 'sports', 'soccer', 'seville', 'theleague', 'grenade', 'comeback', 'sevilla', 'laliga']"
265,"Kaizer Chiefs: Baxter’s most-used player is 22 years old, any guesses?           ","['thesouthafrican', 'pslnews', 'southafrica', 'football', 'soccer']"
