,text,label
49,Congratulations Eric King on your recent commitment to Manhattan College  where he will continue his education and soccer journey.   #wearecopa #thecopaway #copafamily #newyork #newjersey #soccer #futbol #committed  ,"['wearecopa', 'thecopaway', 'copafamily', 'newyork', 'newjersey', 'soccer', 'futbol', 'committed']"
51,Game winning goals from this weekend #soccer #ecnl #ecnlr #goal #Recruiting #college #collegesoccer  ,"['soccer', 'ecnl', 'ecnlr', 'goal', 'recruiting', 'college', 'collegesoccer']"
52,How much does the rest of the world (especially the UK) feel that in North America we call football ... SOCCER.. vent below #football #soccer #fifa #fifa22 #eFootball2022 #eFootball #pes #pes2021 #gamer #gaming #gamingcommunity ,"['football', 'soccer', 'fifa', 'fifa22', 'efootball2022', 'efootball', 'pes', 'pes2021', 'gamer', 'gaming', 'gamingcommunity', 'gamerdad']"
53,"March was my Follower Request Month!  An Instagram follower requested a caricature sketch of Zinadine Zidane, who, as far as I can tell, appears to be another football/soccer person. #caricature #zinadinezidane #soccer #football  ","['caricature', 'zinadinezidane', 'soccer', 'football']"
56,The Battle Of The Midwest #throwback #soccer #cujackets #daytonflyers #soccermatch #scrimmage  ,"['throwback', 'soccer', 'cujackets', 'daytonflyers', 'soccermatch', 'scrimmage']"
57,Did You Know that Cal South works with the NCSA to help athletes be matched with respective colleges?   Check out   to find out more!   #DidYouKnow #CalSouth #soccer #futbol #soccerlife #soccerlove #soccerislife  ,"['didyouknow', 'calsouth', 'soccer', 'futbol', 'soccerlife', 'soccerlove', 'soccerislife']"
58,My #Soccer Pick(s) For Today 04/11/22:  Italy - #SerieA  #Sampdoria @ #Bologna - Both Team To Score (Yes) (-135) ❌  #GamblingTwitter #SportsBetting #BettingTwitter #BettingTips #Tipster #sportsbettingpicks #FreePicks ,"['soccer', 'seriea', 'sampdoria', 'bologna', 'gamblingtwitter', 'sportsbetting', 'bettingtwitter', 'bettingtips', 'tipster', 'sportsbettingpicks', 'freepicks', 'draftkings']"
59,What is Trophy Manager?   #TrophyManager #football #soccer #game #onlinegame Sign up  ,"['trophymanager', 'football', 'soccer', 'game', 'onlinegame']"
63,When a picture speaks a thousand words #soccer #football #ManCity  ,"['soccer', 'football', 'mancity']"
65,Fixed VIP Matches -     #FixedVIPMatches #FixedMatches #football #soccer #FixedMatch #FreeTips ,"['fixedvipmatches', 'fixedmatches', 'football', 'soccer', 'fixedmatch', 'freetips', 'correctscore']"
66,Worked out at school for football and soccer practice is cancelled due to rain. Decided to go to the gym tonight and put in extra work. 225 for three reps for my last set. #gym #soccer #nodaysoff #goals #training #varsity #freshman #defending #games  ,"['gym', 'soccer', 'nodaysoff', 'goals', 'training', 'varsity', 'freshman', 'defending', 'games']"
67,So proud of my oldest son he scored with his head at the game yesterday. #soccer #25 #Headers  ,"['soccer', 'headers']"
68,"Last hour of the largest #LeoMessi cards auction with  and , bid now! more than 700  graded cards 🐐🚀Son las ultimas horas de la subasta mas grande de cromos de #Messi , no te lo pierdas!   #TheHobby #Soccer Bid here -&gt;     ","['leomessi', 'messi', 'thehobby', 'soccer']"
69,Accumulative Game Score for  Players after Matchday 1 Johnsson from  was the standout from week 1  Hernandez from   was the dud of the week  #CPL #concacaf #Soccer #football #Canada #Forge #YorkUtd #FIFA  ,"['cpl', 'concacaf', 'soccer', 'football', 'canada', 'forge', 'yorkutd', 'fifa']"
70,🚨 $15 TO GET OUR 100U MAX WHALE 🚨  10-2 (83.33%) LAST 12 MAX WHALE PLAYS!!! 🐋  DM FOR PAYMENT DETAILS!!!   LET’S GOOOOOO #VISIONFAM🔮!!!   #GamblingTwitter #SportsBetting #Sports #Bets #NBA #NFL #NCAAB #NHL #Soccer  ,"['visionfam', 'gamblingtwitter', 'sportsbetting', 'sports', 'bets', 'nba', 'nfl', 'ncaab', 'nhl', 'soccer']"
71,Next Up: MON 3/27 7:30pm PST/10:30pm EST #TheSoccerScoreboardShow with  #MLS #PremierLeague #Bundesliga #LaLiga #Ligue1 #SerieA #News #Scores #Soccer #SoccerNews #TransferNews #UCL #ChampionsLeague      ,"['thesoccerscoreboardshow', 'mls', 'premierleague', 'bundesliga', 'laliga', 'ligue1', 'seriea', 'news', 'scores', 'soccer', 'soccernews', 'transfernews', 'ucl', 'championsleague']"
72,DONE DEAL  Fábio Carvalho signs for Liverpool for 5 seasons. Liverpool pays 5 million euros plus 2.7 million euros in add-ons.   #football #transfer #transfers #fulham #liverpool #premierleague #soccer #championship  ,"['football', 'transfer', 'transfers', 'fulham', 'liverpool', 'premierleague', 'soccer', 'championship']"
73,Professional mens soccer action photos for Lebanon Warriors #lebanonwarriors #lebanonsoccer #soccer #cincyphotography #lebanonohio   ,"['lebanonwarriors', 'lebanonsoccer', 'soccer', 'cincyphotography', 'lebanonohio']"
74,"Youth Futsal 6-8pm, ages 5-15 and all skill levels welcome! #AztecaFC #Soccer #Futbol #Futsal #ChampionMentality #TheRoseMethod  ","['aztecafc', 'soccer', 'futbol', 'futsal', 'championmentality', 'therosemethod']"
75,"Youth Futsal 6-8pm, ages 5-15 and all skill levels welcome! #AztecaFC #Soccer #Futbol #Futsal #ChampionMentality #TheRoseMethod  ","['aztecafc', 'soccer', 'futbol', 'futsal', 'championmentality', 'therosemethod']"
76,Soccer Super League   #soccer #league #Football ,"['soccer', 'league', 'football']"
77,My  team of the Week!!  GK: Ingham (OTT)  FB: Baquero (VAL) CB: Metusala (FRG) CB: Didic (PAC) FB: Eduardo (YRK)  LM: Daniels (HFX) CM: Johnsson (FRG) CM: Rampersad (HFX) RM: Bustos (PAC)  ST: Wright (OTT) ST: Diaz (PAC)  #CPL #Football ,"['cpl', 'football', 'soccer']"
78,#EsoccerGTLeagues–12minsplay Real Madrid (Moic) Esports v Bayern (Tyson) Esports   ,"['esoccergtleagues', 'soccer']"
79,The Arkansas Wolves is pleased to announce the signing of  to the squad ⚽️🐺👊  Welcome back to the pack Marcela 💛🖤  #soccerdevelopment #soccerlife #soccer #arkansas #arkansasoutdoors #arkansaslife  ,"['soccerdevelopment', 'soccerlife', 'soccer', 'arkansas', 'arkansasoutdoors', 'arkansaslife']"
80,"Strathcona Centre Community League is offering a FREE Mini Ref Course, April 23, 2022 from 9am-3pm    Must be 12yrs+ by May 15, 2022   Please email soccer.ca for information on how to register  #strathconaCL #yeg  #papastew #oldstrathcona  #soccer #yegsoccer  ","['strathconacl', 'yeg', 'papastew', 'oldstrathcona', 'soccer', 'yegsoccer']"
81,Congratulations to Ava Gianni who has committed to  to continue her education and soccer journey. We are excited to see her continue to grow as a student-athlete.  #wearecopa #thecopaway #copafamily #newyork #newjersey #jagonept #soccer #futbol #committed  ,"['wearecopa', 'thecopaway', 'copafamily', 'newyork', 'newjersey', 'jagonept', 'soccer', 'futbol', 'committed']"
82,Fixed VIP Matches -     #FixedVIPMatches #FixedMatches #football #soccer #FixedMatch #FreeTips #betting ,"['fixedvipmatches', 'fixedmatches', 'football', 'soccer', 'fixedmatch', 'freetips', 'betting', 'odds']"
83,FREE PICK⚽: Pachuca -1.5 (+100) (1 Unit) ONLY WINNERS...  #LigaMX #soccer #soccerpicks  #apuestasdeportivas #apuestas  ,"['ligamx', 'soccer', 'soccerpicks', 'apuestasdeportivas', 'apuestas']"
84,Fixed VIP Matches -     #FixedVIPMatches #FixedMatches #football #soccer #FixedMatch #FreeTips ,"['fixedvipmatches', 'fixedmatches', 'football', 'soccer', 'fixedmatch', 'freetips', 'correctscore']"
85,Congratulations to Gabriella Muccio on her commitment to Penn State Harrisburg  this Fall as she looks forward to continuing her education as well as her soccer journey.  #wearecopa #thecopaway #copafamily #newyork #newjersey #soccer #futbol #committed  ,"['wearecopa', 'thecopaway', 'copafamily', 'newyork', 'newjersey', 'soccer', 'futbol', 'committed']"
86,#EsoccerGTLeagues–12minsplay Man City (Brand) Esports v Chelsea (Cliff) Esports   ,"['esoccergtleagues', 'soccer']"
87,Congrats Mez on your legendary auto!  . . #sportscards #tradingcards #ClubhouseBreaks #groupbreaks #ShowYourHits #BIGHitties #soccer #futbol #Barcelona  ,"['sportscards', 'tradingcards', 'clubhousebreaks', 'groupbreaks', 'showyourhits', 'bighitties', 'soccer', 'futbol', 'barcelona']"
88,Congratulations to Jennalyn Aravena on her commitment to  and  where she looks to continue her educational and soccer dreams.   #wearecopa #thecopaway #copafamily #metuchen #millstone #brooklyn #newyork #newjersey #jagonept #soccer #futbol #committed  ,"['wearecopa', 'thecopaway', 'copafamily', 'metuchen', 'millstone', 'brooklyn', 'newyork', 'newjersey', 'jagonept', 'soccer', 'futbol', 'committed']"
89,Come join us at   as we support   in their quest to come back against Villarreal and stay alive in the ! Kick-off is at 3PM! #MiaSanMia #FCBayern #PackMas #Miami #Fussball #Futbol #Soccer #UCL  ,"['miasanmia', 'fcbayern', 'packmas', 'miami', 'fussball', 'futbol', 'soccer', 'ucl']"
90,"The lob pass in soccer is a great way to beat defenders and deliver the ball to a teammate. Your teammate can then either shoot the ball with a volley, a scissors kick,  head or a bicycle kick.     #soccer #football #fussball #passtheball ","['soccer', 'football', 'fussball', 'passtheball', 'soccermove']"
92,#EsoccerGTLeagues–12minsplay Man City (Brand) Esports v Chelsea (Cliff) Esports   ,"['esoccergtleagues', 'soccer']"
93,🧐 We are looking for any 2008 boys to join our competitive program... Is it you?  Email: tryouts.com  #MiltonMagic #MYSC #Soccer #Milton #MiltonON #TownofMilton #Halton #Outdoorsoccer #OntarioSoccer #MiltonStrong  ,"['miltonmagic', 'mysc', 'soccer', 'milton', 'miltonon', 'townofmilton', 'halton', 'outdoorsoccer', 'ontariosoccer', 'miltonstrong']"
94,"7th grade Boys and Girls ⚽️ had tough losses today to Boerne North. They’ll keep training and getting better, looking to get W’s next week. #SOCCER #MIDDLESCHOOLSPORTS ","['soccer', 'middleschoolsports', 'chargers']"
95,🇯🇲Dane Kelly slots it home for the Riverhounds!   🎥:    #OneSportingCaribbean #ReggaeBoyz #RiverhoundsSC #USLChampionship #USL #Jamaica #CaribbeanFootball #CaribbeanFC #Football #Soccer #Goals  ,"['onesportingcaribbean', 'reggaeboyz', 'riverhoundssc', 'uslchampionship', 'usl', 'jamaica', 'caribbeanfootball', 'caribbeanfc', 'football', 'soccer', 'goals']"
96,"Great Win vs a tough team! Proud of my Keeper, only goal was a PK and she was fingertips from getting it!! #soccer #soccermom 🙌🏼💪🏽","['soccer', 'soccermom']"
97,"Welcome Crush to the 5v5 St. George, UT (Womens Open (5v5)) on May 21, 2022 #soccer   ",['soccer']
99,Soccer Super League   #soccer #league #Football ,"['soccer', 'league', 'football']"
100,Under the lights... #Soccer #LoVE #Fatherhood @ Hitzman Park  ,"['soccer', 'love', 'fatherhood']"
104,Some quick shots from the game on Saturday.   📸 by: Alex Miller . Thank you sir!  #reel #soccer #viral #goalkeeper #ball #footballplayer #futball #soccerlife #viralvideo #viralvideos #reels #footballer #soccerball #soccerplayers #soccergame #soccergoals #soccerlove  ,"['reel', 'soccer', 'viral', 'goalkeeper', 'ball', 'footballplayer', 'futball', 'soccerlife', 'viralvideo', 'viralvideos', 'reels', 'footballer', 'soccerball', 'soccerplayers', 'soccergame', 'soccergoals', 'soccerlove']"
105,Todays match 2/2 #soccer #SportsBets #FreePicks #tips #football #FreeTips #mexico    ,"['soccer', 'sportsbets', 'freepicks', 'tips', 'football', 'freetips', 'mexico']"
107,"the ball is just a ball, the enemy is just a human, and you, you are not a ordinary one, you are a SOCCER PLAYER!!!! ",['soccer']
108,"#WeddingGarter Red Satin, #Soccer #BridalGarter Sports, Prom Garter, Keepsake Garter (Your choice, single or set)   via ","['weddinggarter', 'soccer', 'bridalgarter']"
112,Soccer Super League   #soccer #league #Football ,"['soccer', 'league', 'football']"
114,", Very realistc football management game. #CSD20 #football #soccer    ","['csd20', 'football', 'soccer']"
115,Shakhtar Donetsk played again   #sundayfootball #footballculture #football #soccer #footballmatch ,"['sundayfootball', 'footballculture', 'football', 'soccer', 'footballmatch', 'footballfan']"
117,🚨 Players needed for our competitive programs... 🚨  Email: tryouts.com  #MiltonMagic #MYSC #Soccer #Milton #MiltonON #TownofMilton #Halton #Outdoorsoccer #OntarioSoccer #MiltonStrong  ,"['miltonmagic', 'mysc', 'soccer', 'milton', 'miltonon', 'townofmilton', 'halton', 'outdoorsoccer', 'ontariosoccer', 'miltonstrong']"
118,We are so excited to be the host club for this International  event in July.  Hosted by the town of  at  this is an event you aren’t going to want to miss! #hergame #soccer  ,"['hergame', 'soccer']"
121,"Inter Miami CF Forward Leonardo Campana Voted MLS Player of the week presented by Continental Tire for Week 6  #intermiami #Miami #fortlauderdale #fortlauderdale #soccerleague #soccer @ Miami, Florida  ","['intermiami', 'miami', 'fortlauderdale', 'fortlauderdale', 'soccerleague', 'soccer']"
122,#soccer #sports   Dad volunteers to coach a kid’s soccer game   via ,"['soccer', 'sports']"
129,Tags: #flamengo #crf #rubronegro #memes #humor #humoresportivo #futebol #soccer #futebolbrasileiro #brasil #libertadores ,"['flamengo', 'crf', 'rubronegro', 'memes', 'humor', 'humoresportivo', 'futebol', 'soccer', 'futebolbrasileiro', 'brasil', 'libertadores', 'sleep']"
131,Soccer Super League   #soccer #league #Football ,"['soccer', 'league', 'football']"
132,"William Pottker completes End of loan move to Cruzeiro Esporte Clube, Brazil   #football #soccer ","['football', 'soccer', 'transfer']"
137,"Giovanni completes loan transfer move to Sport Club do Recife, Brazil   #football #soccer ","['football', 'soccer', 'transfer']"
139,"The solution for serious soccer players who would like to see fast,wonderful advancements in their soccer skills and become a genuinely game-changing player. #soccer #football #futbol #fifa #futebol #sport #calcio  ","['soccer', 'football', 'futbol', 'fifa', 'futebol', 'sport', 'calcio']"
140,"""#Soccer News: Watch: #Soccer Coach Fired After Headbutting Female Referee - The Spun #News"":  ","['soccer', 'soccer', 'news']"
142,Trophy Manager is a Football Manager Game with 200.000+ active managers. #Football #Soccer #FollowBack Let's join  ,"['football', 'soccer', 'followback']"
143, Yes ~ Milan have done well against their title rivals but have struggled against clubs much lower in the league standings ~ I feel #Inter have the edge now but the title race is still very much alive ~ #Soccer #Italy #Football ~    ,"['inter', 'soccer', 'italy', 'football']"
144,Free soccer bets for everyday gambling! 2-0 Monday 11-1-5 last 7 days #soccer #football #futbol  ,"['soccer', 'football', 'futbol']"
146,"Soccer Dad Shirt Gift for Soccer Lover Dad, Soccer Coach T-shirt Design Sports SVG Cutting File Digital Download -   - #soccerlover #soccer #football #soccerskills #footballvideos #soccerworld #skills #soccerlife #soccerfans #footballlovers #socceredits  ","['soccerlover', 'soccer', 'football', 'soccerskills', 'footballvideos', 'soccerworld', 'skills', 'soccerlife', 'soccerfans', 'footballlovers', 'socceredits']"
151,3️⃣ Goals &amp; a clean sheet 🚫  A top defensive performance combined with lethal attacking from U18 Isthmian squad ensures we came away with a 3-0 win 🆚   🟡⚫️     #football #motd #results #soccer  ,"['football', 'motd', 'results', 'soccer']"
152,Don't miss your chance to be a part of the next chapter of adult soccer in Hamilton!  Welcome to the Hamilton Soccer League!  For more information contact Jesse at hamdsa.net  #HSL #Hamilton #Soccer  ,"['hsl', 'hamilton', 'soccer']"
153,"#Trivia Mon: 19Th Hole Café, #Rotterdam 630-830 Tues: Kings Tavern, #Saratoga 8-10 Tues: Centre Street Pub, #Schenectady 7-9 Wed: Kingpin's Alley Family Fun Center, South Glens Falls 7-9 Thurs: TGI Fridays, Saratoga 7-9  Misc. Round: #SPORTS  #superbowl #1 #football #soccer  ","['trivia', 'rotterdam', 'saratoga', 'schenectady', 'sports', 'superbowl', 'football', 'soccer']"
154,"soccer player is VIP all the time for me. i'll support you every second, for sure.  ",['soccer']
155,Soccer Super League   #soccer #league #Football ,"['soccer', 'league', 'football']"
157,"Discover our  Fun Soccer activities for school grades 2,3,4. Our Spring 6 week program begins April 26th &amp; is a great introduction to the game. Spaces are limited so view details on the website &amp; sign up today #SanDiego #Soccer #Experience     ","['sandiego', 'soccer', 'experience']"
158,the terrible scarcity of Antoine Griezmann   #sundayfootball #footballculture #football #soccer #footballmatch ,"['sundayfootball', 'footballculture', 'football', 'soccer', 'footballmatch', 'footballfan']"
159,   🏆#Tips &amp; #Predictions  for the #UEFA #uefachampionsleague #ChampionsLeague - Round of 8 Matchday 3-4 for the 12-13th April 2022 ⚽️ #tipster #soccerpicks #soccer    Register and place your bet!   👈,"['tips', 'predictions', 'uefa', 'uefachampionsleague', 'championsleague', 'tipster', 'soccerpicks', 'soccer']"
160,Mom Soccer Shirt - Soccer Mom Shirt - Soccer Mom Life Gift T-Shirt Design Sports SVG Cutting File Digital Download -   - #soccermom #soccer #soccerlife #soccertraining #soccerskills #soccerplayer #soccergirl #soccerislife #football #soccerdad #soccergame  ,"['soccermom', 'soccer', 'soccerlife', 'soccertraining', 'soccerskills', 'soccerplayer', 'soccergirl', 'soccerislife', 'football', 'soccerdad', 'soccergame']"
162,Premier Soccer League - Table &amp; Standings #SouthAfrica #Soccer #Football #Table #Results  ,"['southafrica', 'soccer', 'football', 'table', 'results']"
163,Off to a great start! ,['soccer']
165,"3A Girls Soccer final: #1 Cody downs #2 Lander, 3-1. #wyopreps #girlssoccer ","['wyopreps', 'girlssoccer', 'soccer']"
167,Dedication #soccer #trainintherain #dedication   ,"['soccer', 'trainintherain', 'dedication']"
168,Mother of God!  #Soccer #Football #Nogomet  #Croatia #JoškoGvardiol  Joško Gvardiol will cost a fortune (96.2M€) according to these guys.  ,"['soccer', 'football', 'nogomet', 'croatia', 'joškogvardiol']"
170,"Just more playing time and I’ll be good enough to play along side   😁  #soccer #liverpool #lekki #sports #liverpoolfc #lagosfitnesscoach #lagosfitness @ Lekki Phase 1, Lekki, Lagos  ","['soccer', 'liverpool', 'lekki', 'sports', 'liverpoolfc', 'lagosfitnesscoach', 'lagosfitness']"
173,Pogba a priority for PSG - Tuesday's gossip (BBC Sport)  Manchester City are ready to trigger Real Sociedad's &amp;pound;50m (60m euros) release clause f...  Add your highlights:    #FIFA ,"['fifa', 'soccer']"
174,Yesterday’s Big Sis/ Lil Sis was a success! We can’t wait for Big Bro/Lil Bro this weekend! • #oklahomaceltic #morethansoccer #sports #soccer   ,"['oklahomaceltic', 'morethansoccer', 'sports', 'soccer']"
175,Soccer Super League   #soccer #league #Football ,"['soccer', 'league', 'football']"
176,Experience the Environment.  Spring Fun Soccer program provide a fun safe exciting and engaging learning environment for every player to discover and explore the fundamental skills of soccer #SanDiego #Soccer #Experience  ,"['sandiego', 'soccer', 'experience']"
177,What is Trophy Manager?   #TrophyManager #football #soccer #game #onlinegame Sign up  ,"['trophymanager', 'football', 'soccer', 'game', 'onlinegame']"
178,You can never find an efficient sports star without a coach. #sports #football #sport #fitness #soccer #training #workout #fit #arsenal #addidas #photoodtheday #wenger #vector #Nkunku #arsenal  ,"['sports', 'football', 'sport', 'fitness', 'soccer', 'training', 'workout', 'fit', 'arsenal', 'addidas', 'photoodtheday', 'wenger', 'vector', 'nkunku', 'arsenal']"
179,⚽️A design history of the world's most popular sport by Jacopo Prisco   at   #football #soccer #futebol #design      ,"['football', 'soccer', 'futebol', 'design']"
180,This Sporting Life: IT WAS DURING A CHESS GAME   #Sport #Football #Soccer #Sports #Chess ,"['sport', 'football', 'soccer', 'sports', 'chess', 'boardgames']"
181,This Sporting Life: MY SISTER HAS A TANNING SALON   #Sport #Football #Soccer ,"['sport', 'football', 'soccer', 'sports']"
184,"Vinicius Junior and Benzema have 54 Goals combined in all competitions,thats more than the PSG Attack with Mbappe,Neymar,and Messi(49 Goals).  The average age of MNM is 29,and for Vini and Benzema,it is 27.5(rounded to 28)🤯  #soccer  ",['soccer']
185,Mustangs #Soccer up 6-0 at the half! Aija McHone with 4 goals and Maddie Bruce with 1!  Great job ladies! Keep up the good work!,['soccer']
186,🇭🇹Ashkanov Apollon hits this one time!🔥  🎥:    #OneSportingCaribbean #FortressHartford #HartfordAthletic #USLChampionship #USL #CaribbeanFootball #Football #Soccer #Goal  ,"['onesportingcaribbean', 'fortresshartford', 'hartfordathletic', 'uslchampionship', 'usl', 'caribbeanfootball', 'football', 'soccer', 'goal']"
189,Weekend results including a nice win by our U16 2006 MLS NEXT team against Toronto FC.  #gottschee #bwgottschee #blauweissgottschee #nyc #soccer #futbol #nycsoccer #queens  ,"['gottschee', 'bwgottschee', 'blauweissgottschee', 'nyc', 'soccer', 'futbol', 'nycsoccer', 'queens']"
190,"“Matter of Putting All the Pieces Together” – USWNT Hat-Trick Star, Sophia Smith Ready To Lead National Team’s Generational Shift  #USWNT #USA #Soccer #NWSL    ","['uswnt', 'usa', 'soccer', 'nwsl']"
191,"T Minus 5 days until our ID Camp. Registration closes Friday at Midnight. A small, low cost camp where the coaches get to know you personally!  Reserve your place today at   #soccer #camp #college #collegesoccer #womenssoccer  ","['soccer', 'camp', 'college', 'collegesoccer', 'womenssoccer']"
193,We are running a free #RequestAPick from    📧 Email: PicksCityMarketing.com 📧   to get in our personal address book for exclusive promo codes for #FreePicks   #sports #ad #EmailMarketing #GamblingTwitter #bettingtwitter #TeamPicksCity ,"['requestapick', 'freepicks', 'sports', 'ad', 'emailmarketing', 'gamblingtwitter', 'bettingtwitter', 'teampickscity', 'soccer']"
195,give up?? give up what!?!?  i can't hear you-------???? ,['soccer']
196,Colombia great Rincon critical after car crash (BBC Sport)  Former Colombia captain Freddy Rincon is in a critical condition with severe head injuries a...  Add your highlights:    #FIFA ,"['fifa', 'soccer']"
199,New  Spring 2022 Fun soccer program now available. Visit   to book online now for Carmel Grove Park and Carmel Knolls Park availability #SanDiego #Soccer #Experience  ,"['sandiego', 'soccer', 'experience']"
200,Improve your players' learning by 65% in 3 months WITHOUT spending more of your valuable time coaching. Click to learn more    #coachdevelopment #coaches #coach #coaching #players #Athlete #athletes #soccer  ,"['coachdevelopment', 'coaches', 'coach', 'coaching', 'players', 'athlete', 'athletes', 'soccer']"
202,Our community voted for two football kits to be added to our collection ❤️   Who do you think these kits were inspired by?👀🔥  YOU can have a say on which jerseys get added to our collection 🙌 only in our discord...   #NFT #NFTs #NFTGiveaway #NFTProject #soccer #football #sport  ,"['nft', 'nfts', 'nftgiveaway', 'nftproject', 'soccer', 'football', 'sport']"
203,Soccer Super League   #soccer #league #Football ,"['soccer', 'league', 'football']"
204,OL face a terrible carnage   #sundayfootball #footballculture #football #soccer #footballmatch ,"['sundayfootball', 'footballculture', 'football', 'soccer', 'footballmatch', 'footballfan']"
205,Boys' teams will be on the pitch for the next 6 days. #WyoPreps #boyssoccer #soccer #Wyoming   ,"['wyopreps', 'boyssoccer', 'soccer', 'wyoming']"
